trained_at_utc,station,pollutant,horizon_hours,mae,rmse,r2,baseline_mae,baseline_rmse,baseline_r2,beats_baseline_mae,train_rows,test_rows,model_path
2026-06-23T02:31:40+00:00,València - Pista de Silla,PM10,24,5.304080772902986,6.768837331904945,0.0242275379361633,3.9604820909251583,6.002825403782448,0.2325822739914587,False,22086,656,models/builded/model__valencia_pista_de_silla__pm10__h24.json
2026-06-23T02:31:40+00:00,València - Pista de Silla,PM2.5,8,1.0782548531791527,1.600061600288879,0.9302515838291104,1.4338890653428698,2.235259308418405,0.8638816208784881,True,22242,672,models/builded/model__valencia_pista_de_silla__pm2_5__h08.json
2026-06-23T02:31:40+00:00,València - Pista de Silla,PM2.5,24,3.3505538598140463,4.734309268090796,0.3999923198388173,3.586003024679456,5.482715095684474,0.1952983025334776,True,22086,656,models/builded/model__valencia_pista_de_silla__pm2_5__h24.json
2026-06-23T02:31:40+00:00,València - Politècnic,SO2,8,0.0833962610879048,0.1348405872470367,-0.8287725569476179,0.0172166427546628,0.1312122050522086,-0.7316770186335404,False,20156,697,models/builded/model__valencia_politecnic__so2__h08.json
2026-06-23T02:31:40+00:00,València - Politècnic,SO2,24,0.0928704167201977,0.1341096174655766,-1.0594869675082563,0.0176211453744493,0.1327446623199944,-1.0177777777777774,False,20042,681,models/builded/model__valencia_politecnic__so2__h24.json
2026-06-23T02:31:40+00:00,València - Politècnic,NO2,8,9.286020496012178,12.304354313707227,0.1972399715068932,10.859397417503589,16.66140997924285,-0.4719450068911761,True,20085,697,models/builded/model__valencia_politecnic__no2__h08.json
2026-06-23T02:31:40+00:00,València - Politècnic,NO2,24,8.946305481617793,12.32751086034192,0.1956943968398371,8.916299559471366,14.546901209596568,-0.1199826257983387,False,19956,681,models/builded/model__valencia_politecnic__no2__h24.json
2026-06-23T02:31:40+00:00,València - Politècnic,O3,8,10.158152758548711,12.698980376228032,0.3090406894908154,10.119834428024085,13.36240875686826,0.2349597679587245,False,20319,696,models/builded/model__valencia_politecnic__o3__h08.json
2026-06-23T02:31:40+00:00,València - Politècnic,O3,24,10.896276754608229,13.42566222766308,0.2355889210849011,12.146953781512604,15.18448457141411,0.0221873562032237,True,20149,680,models/builded/model__valencia_politecnic__o3__h24.json
2026-06-23T02:31:40+00:00,València - Politècnic,PM10,8,1.6947871641751044,2.3331116992738754,0.8948646103835428,2.1300712776862616,2.9850355593721445,0.827901579787119,True,19999,726,models/builded/model__valencia_politecnic__pm10__h08.json
2026-06-23T02:31:40+00:00,València - Politècnic,PM10,24,4.507124425177189,5.865459751562986,0.3494290309278279,5.111438161246795,6.958300088724919,0.0844187916969331,True,19755,710,models/builded/model__valencia_politecnic__pm10__h24.json
2026-06-23T02:31:40+00:00,València - Politècnic,PM2.5,8,0.9773927164355868,1.4334246614330044,0.9273190079740072,1.3133854457515974,1.945226177122754,0.8661521767000857,True,19999,726,models/builded/model__valencia_politecnic__pm2_5__h08.json
2026-06-23T02:31:40+00:00,València - Politècnic,PM2.5,24,2.935255698449385,4.019372238124072,0.4248357533764664,3.2610214316200232,4.730135517235632,0.2034324851844391,True,19755,710,models/builded/model__valencia_politecnic__pm2_5__h24.json
2026-06-23T02:31:40+00:00,València - Vivers,SO2,8,0.4355545529030684,0.7400197516675217,0.1434061249586029,0.4044016506189821,1.082561535111972,-0.8331311002858885,False,23048,727,models/builded/model__valencia_vivers__so2__h08.json
